Id;Año;mes;Anomalia_ONI;ENSO;Temp_SST;Temp_media
jul-18;2018;jul;0,12;Neutral;27,29;26,88
ago-18;2018;ago;0,09;Neutral;26,86;26,88
sep-18;2018;sep;0,47;Neutral;26,72;26,88
oct-18;2018;oct;0,9;Niño;26,72;26,88
nov-18;2018;nov;0,9;Niño;26,7;26,88
dic-18;2018;dic;0,89;Niño;26,6;26,88
ene-19;2019;ene;0,65;Niño;26,55;26,87
feb-19;2019;feb;0,71;Niño;26,76;26,87
mar-19;2019;mar;0,8;Niño;27,29;26,88
abr-19;2019;abr;0,62;Niño;27,83;26,88
may-19;2019;may;0,55;Niño;27,94;26,88
jun-19;2019;jun;0,45;Neutral;27,73;26,88
jul-19;2019;jul;0,35;Neutral;27,29;26,88
ago-19;2019;ago;0,04;Neutral;26,86;26,88
sep-19;2019;sep;0,04;Neutral;26,72;26,88
oct-19;2019;oct;0,48;Neutral;26,72;26,88
nov-19;2019;nov;0,52;Niño;26,7;26,88
dic-19;2019;dic;0,52;Niño;26,6;26,88
ene-20;2020;ene;0,6;Niño;26,55;26,88
feb-20;2020;feb;0,37;Neutral;26,76;26,88
mar-20;2020;mar;0,48;Neutral;27,29;26,88
abr-20;2020;abr;0,36;Neutral;27,83;26,88
may-20;2020;may;-0,27;Neutral;27,94;26,88
jun-20;2020;jun;-0,34;Neutral;27,73;26,88
jul-20;2020;jul;-0,3;Neutral;27,29;26,88
ago-20;2020;ago;-0,59;Niña;26,86;26,88
sep-20;2020;sep;-0,83;Niña;26,72;26,88
oct-20;2020;oct;-1,25;Niña;26,72;26,88
nov-20;2020;nov;-1,42;Niña;26,7;26,88
dic-20;2020;dic;-1,15;Niña;26,6;26,88
ene-21;2021;ene;-0,99;Niña;26,55;26,88
feb-21;2021;feb;-1;Niña;26,76;26,88
mar-21;2021;mar;-0,8;Niña;27,29;26,88
abr-21;2021;abr;-0,72;Niña;27,83;26,88
may-21;2021;may;-0,46;Neutral;27,94;26,88
jun-21;2021;jun;-0,28;Neutral;27,73;26,88
jul-21;2021;jul;-0,39;Neutral;27,29;26,88
ago-21;2021;ago;-0,53;Niña;26,86;26,88
sep-21;2021;sep;-0,55;Niña;26,72;26,88
oct-21;2021;oct;-0,94;Niña;26,72;26,88
nov-21;2021;nov;-0,94;Niña;26,7;26,88
dic-21;2021;dic;-1,06;Niña;26,6;26,88
ene-22;2022;ene;-0,95;Niña;26,55;26,88
feb-22;2022;feb;-0,89;Niña;26,76;26,88
mar-22;2022;mar;-0,97;Niña;27,29;26,88
abr-22;2022;abr;-1,11;Niña;27,83;26,88
may-22;2022;may;-1,11;Niña;27,94;26,89
jun-22;2022;jun;-0,75;Niña;27,73;26,89
jul-22;2022;jul;-0,7;Niña;27,29;26,89
ago-22;2022;ago;-0,97;Niña;26,86;26,89
sep-22;2022;sep;-1,07;Niña;26,72;26,89
oct-22;2022;oct;-0,99;Niña;26,72;26,89
nov-22;2022;nov;-0,9;Niña;26,7;26,89
dic-22;2022;dic;-0,85;Niña;26,6;26,89
ene-23;2023;ene;-0,71;Niña;26,55;26,89
feb-23;2023;feb;-0,46;Neutral;26,76;26,89
mar-23;2023;mar;-0,11;Neutral;27,29;26,89
abr-23;2023;abr;0,09;Neutral;27,83;26,89

